No,ID,CG,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
368,3,4,3.67,1.85,123.9,-18.8,1.85,1.93,6.29,3,2.98,17,62.39,6.57,-25.37,55.82,33.52,6.49,-0.01,3,0.95,1.74,2.82,32.61,-0.44,15.12,3,402.9358831,1
369,3,4,3.75,2.24,143.5,-20.4,2.24,2.17,6.56,3,2.95,17,63.75,7.36,-27.76,56.39,37.28,6.76,-0.01,3,0.95,1.72,2.8,36.15,-0.5,14.67,3,424.4280438,1
370,3,4,3.85,2.01,157.1,-23.3,2.01,2.08,7.48,3,3.01,17,65.45,8.34,-31.64,57.11,35.3,7.72,-0.02,3,0.97,1.72,2.86,34.66,-0.6,13.23,3,443.7049405,1
371,3,4,3.9,2.32,161.6,-32.8,2.31,2.3,7.01,3,2.96,17,66.3,8.83,-41.63,57.47,38.87,7.22,-0.02,3,0.95,1.69,2.81,37.81,-0.7,13.95,3,444.5574101,1
372,3,4,4.17,3.47,266.2,-31.6,3.46,3.4,7.89,3,2.87,17,70.89,11.48,-43.08,59.41,55.98,8.06,-0.01,3,0.93,1.62,2.75,53.88,-0.72,12.67,3,537.3948943,1
373,3,4,4.42,3.71,271.6,-30.5,3.7,3.65,7.42,3,2.83,17,75.14,13.93,-44.43,61.21,58.41,7.58,-0.01,3,0.92,1.57,2.72,56.03,-0.74,13.35,3,532.7682219,1
374,3,4,4.55,3.09,195.7,-28.9,3.08,3.05,6.52,3,2.85,17,77.35,15.21,-44.11,62.14,47.9,6.69,-0.02,3,0.92,1.55,2.73,46.13,-0.72,14.82,3,466.3483415,1
375,3,4,4.7,2.32,116.5,-27.4,2.31,2.34,5.11,3,2.86,17,79.9,16.68,-44.08,63.22,35.77,5.29,-0.02,3,0.93,1.53,2.74,34.57,-0.7,17.62,3,380.4060193,1
376,3,4,4.9,1.59,64,-18.6,1.59,1.6,3.93,3,2.91,17,83.3,18.64,-37.24,64.66,23.45,4.14,-0.02,3,0.95,1.51,2.8,22.93,-0.56,19.96,3,301.665668,0
377,3,4,5.42,1.37,44.7,-15.8,1.37,1.36,3.47,3,2.93,17,92.14,23.74,-39.54,68.4,18.54,3.72,-0.03,3,0.97,1.44,2.84,18.31,-0.57,20.48,3,268.0643766,0
378,3,4,5.65,3.46,57.3,7.5,3.46,4.9,1.84,5,2.32,17,96.05,26,-18.5,70.05,68.55,1.88,-0.01,5,0.74,1.3,2.24,62.48,-0.51,38.7,7,314.7955695,0
379,3,4,6.63,0.68,33.6,592.5,0.8,0.79,4.3,3,3.18,17,112.71,35.61,556.89,77.1,8.79,5.02,0.84,3,1,1.3,3.17,8.79,7.37,16.47,2,234.8088719,0
380,3,4,6.72,0.68,31.7,626.5,0.81,0.82,3.86,3,3.14,17,114.24,36.49,590.01,77.75,9.07,4.49,0.82,3,1,1.29,3.13,9.07,7.43,17.22,2,228.5221551,0
381,3,4,7.3,0.66,24.4,556.5,0.77,0.77,3.16,3,3.11,17,124.1,42.18,514.32,81.92,7.86,3.77,0.77,3,1,1.22,3.14,7.86,6.09,17.93,2,207.8690136,0
382,3,4,7.45,0.68,24,589.6,0.8,0.79,3.03,3,3.09,17,126.65,43.65,545.95,83,8.02,3.61,0.8,3,1,1.2,3.12,8.02,6.43,18.22,2,205.7565275,0
383,3,4,7.47,0.68,24.9,564.1,0.79,0.8,3.07,3,3.09,17,126.99,43.85,520.25,83.14,8.14,3.64,0.8,3,1,1.2,3.12,8.14,6.5,18.2,2,208.0612241,0
384,3,4,7.97,0.69,28.6,561,0.8,0.8,3.51,3,3.12,17,135.49,48.76,512.24,86.73,7.69,4.22,0.77,3,1,1.15,3.18,7.69,5.91,17.26,2,215.1134673,0
385,3,4,8.32,0.8,27,467.2,0.89,0.89,2.9,3,3.04,17,141.44,52.19,415.01,89.25,8.36,3.45,0.54,3,1,1.12,3.1,8.36,4.49,18.58,2,206.9557769,0
386,3,4,9.05,0.84,21.5,500.9,0.94,0.92,2.57,3,3,17,153.85,59.35,441.55,94.5,8.08,3.09,0.54,3,1,1.06,3.08,8.08,4.36,19.05,2,196.689586,0
387,3,4,9.38,0.82,41.9,79.8,0.84,0.84,4.59,3,3.17,17,159.46,62.59,17.21,96.87,7.01,5.67,0.05,3,1,1.03,3.28,7.01,0.32,15.5,2,227.7777817,0
388,3,4,9.75,1.18,37.9,211.8,1.22,1.24,3.11,3,2.94,17,165.75,66.22,145.58,99.53,10.75,3.59,0.15,3,1,1,3.02,10.75,1.62,19.1,2,225.8287309,0
389,3,4,9.8,1.16,42.4,235.6,1.21,1.24,3.45,3,2.96,17,166.6,66.71,168.89,99.89,10.79,3.98,0.15,3,1,1,3.04,10.79,1.57,18.41,2,232.2677587,0
390,3,4,9.82,1.24,48.3,179.6,1.28,1.29,3.78,3,2.97,17,166.94,66.9,112.7,100.04,11.18,4.34,0.14,3,1,1,3.05,11.18,1.6,17.87,2,241.5762294,0
391,3,4,10.6,0.73,28.8,517.3,0.83,0.83,3.48,3,3.1,17,180.2,74.56,442.74,105.64,6.15,4.44,0.68,3,1,0.95,3.27,6.15,4.17,16.6,2,203.8821396,0
392,3,4,10.72,0.71,28.2,530.2,0.82,0.81,3.15,3,3.09,17,182.24,75.73,454.47,106.51,5.91,4.06,0.72,3,1,0.94,3.26,5.91,4.23,16.93,2,195.3950045,0
393,3,4,11.05,0.8,28.3,534.5,0.91,0.89,3.08,3,3.05,17,187.85,78.97,455.53,108.88,6.48,3.9,0.67,3,1,0.92,3.22,6.48,4.31,17.3,2,199.0233812,0
394,3,4,11.82,0.8,26.3,569.5,0.91,0.91,2.88,3,3.03,17,200.94,86.52,482.98,114.42,6.18,3.69,0.69,3,1,0.87,3.22,6.18,4.24,17.43,2,192.0720634,0
395,3,4,12.1,0.8,26.1,571.3,0.91,0.92,2.84,3,3.02,17,205.7,89.27,482.03,116.43,6.1,3.66,0.69,3,1,0.86,3.22,6.1,4.21,17.44,2,190.2042523,0
396,3,4,12.15,0.8,26.2,575.6,0.92,0.91,2.88,3,3.02,17,206.55,89.76,485.84,116.79,6.05,3.72,0.68,3,1,0.86,3.23,6.05,4.09,17.36,2,191.4429495,0
397,3,4,12.3,0.82,26.9,594.2,0.94,0.95,2.8,3,3,17,209.1,91.23,502.97,117.87,6.26,3.6,0.67,3,1,0.85,3.21,6.26,4.19,17.58,2,191.4933054,0
398,3,4,12.32,0.84,26.4,581.1,0.96,0.94,2.72,3,3,17,209.44,91.43,489.67,118.01,6.23,3.5,0.68,3,1,0.85,3.2,6.23,4.23,17.68,2,188.4034628,0
399,3,4,12.38,0.83,26.8,598.4,0.95,0.94,2.75,3,3,17,210.46,92.02,506.38,118.44,6.16,3.54,0.68,3,1,0.84,3.21,6.16,4.17,17.61,2,189.1944446,0
400,3,4,12.65,0.84,26.6,605.7,0.96,0.95,2.79,3,3,17,215.05,94.67,511.03,120.38,6.14,3.6,0.69,3,1,0.83,3.22,6.14,4.24,17.53,2,191.1389184,0
401,3,4,12.9,0.82,26.6,606,0.94,0.95,2.79,3,3,17,219.3,97.12,508.88,122.18,5.96,3.64,0.7,3,1,0.82,3.23,5.96,4.15,17.41,2,189.3030192,0
402,3,4,13.57,0.82,25.4,622.8,0.94,0.95,2.7,3,3,17,230.69,103.69,519.11,127,5.65,3.57,0.73,3,1,0.79,3.25,5.65,4.1,17.35,2,186.5345061,0
403,3,4,13.65,0.87,25.9,593.7,0.99,0.97,2.7,3,2.99,17,232.05,104.48,489.22,127.57,5.75,3.55,0.62,3,1,0.78,3.24,5.75,3.59,17.42,2,186.6266796,0
404,3,4,14.07,0.87,24.5,657.3,1,1,2.45,3,2.95,17,239.19,108.6,548.7,130.59,5.8,3.22,0.72,3,1,0.77,3.21,5.8,4.16,17.81,2,180.8397262,0
405,3,4,14.13,0.87,25.6,649.8,1,1,2.54,3,2.96,17,240.21,109.19,540.61,131.02,5.82,3.34,0.7,3,1,0.76,3.22,5.82,4.09,17.69,2,183.6179288,0
406,3,4,14.38,0.88,28.3,648.5,1.01,1.02,2.71,3,2.97,17,244.46,111.64,536.86,132.82,5.84,3.56,0.7,3,1,0.75,3.23,5.84,4.07,17.44,2,186.437161,0
407,3,4,14.75,0.89,27.6,663.9,1.02,1.02,2.7,3,2.97,17,250.75,115.27,548.63,135.48,5.66,3.58,0.73,3,1,0.74,3.24,5.66,4.11,17.35,2,184.43153,0
408,3,4,14.93,0.9,27.5,679.6,1.04,1.04,2.65,3,2.96,17,253.81,117.03,562.57,136.78,5.75,3.5,0.72,3,1,0.73,3.23,5.75,4.13,17.47,2,184.2781014,0
409,3,4,15.63,0.98,28.1,687.5,1.12,1.13,2.48,3,2.91,17,265.71,123.9,563.6,141.81,6.08,3.24,0.64,3,1,0.71,3.2,6.08,3.87,17.92,2,184.9909702,0
410,3,4,16.4,1.11,28.3,725,1.26,1.21,2.35,4,2.87,17,278.8,131.45,593.55,147.35,6.33,3.06,0.63,3,1,0.68,3.17,6.33,4,18.27,2,183.5589768,0
411,3,4,17.02,1.1,30.8,723.1,1.24,1.36,2.33,4,2.83,17,289.34,137.54,585.56,151.8,7.02,2.97,0.54,3,1,0.66,3.12,7.02,3.77,18.74,2,186.1982864,0
412,3,4,17.43,1.1,26.3,735,1.25,1.25,2.33,4,2.86,17,296.31,141.56,593.44,154.75,6.14,3.06,0.58,3,1,0.65,3.18,6.14,3.59,18.18,2,181.697572,0
413,3,4,17.52,1.35,34,233.8,1.4,1.36,2.49,4,2.85,17,297.84,142.44,91.36,155.4,6.85,3.19,0.33,3,1,0.64,3.15,6.85,2.26,18.35,2,189.8850504,0
414,3,4,17.63,1.1,29.2,740,1.25,1.27,2.31,4,2.85,17,299.71,143.52,596.48,156.19,6.21,3.02,0.61,3,1,0.64,3.17,6.21,3.78,18.26,2,180.9428997,0
415,3,4,17.73,1.08,29.2,786.3,1.24,1.23,2.33,4,2.87,17,301.41,144.5,641.8,156.91,5.93,3.09,0.68,3,1,0.64,3.19,5.93,4.04,18.04,2,179.2725788,0
416,3,4,17.93,1.08,30.3,793.1,1.24,1.24,2.49,3,2.88,17,304.81,146.46,646.64,158.35,5.92,3.3,0.69,3,1,0.63,3.21,5.92,4.1,17.78,2,183.6386645,0
417,3,4,17.95,1.08,31.7,807.5,1.24,1.25,2.51,3,2.88,17,305.15,146.66,660.84,158.49,5.99,3.32,0.69,3,1,0.63,3.21,5.99,4.15,17.79,2,185.2648216,0
418,3,4,18.07,1.3,30.5,804.2,1.46,1.46,2.3,4,2.8,17,307.19,147.84,656.36,159.35,7.27,2.91,0.57,3,1,0.63,3.1,7.27,4.14,18.95,2,186.3689909,0
419,3,4,18.35,1.75,37.1,696.4,1.89,1.88,2.04,4,2.68,17,311.95,150.58,545.82,161.37,9.69,2.45,0.35,3,1,0.62,2.96,9.69,3.38,21.01,2,193.6268938,0
420,3,4,18.48,1.85,38.3,601.5,1.97,1.86,2.06,4,2.69,17,314.16,151.86,449.64,162.3,9.5,2.48,0.32,3,1,0.62,2.97,9.5,3.04,20.84,2,193.2037491,0
421,3,4,18.8,1.23,34.5,819.5,1.39,1.41,2.47,4,2.83,17,319.6,155,664.5,164.6,6.64,3.19,0.59,3,1,0.61,3.16,6.64,3.88,18.25,2,187.86631,0
422,3,4,19.05,1.14,32.5,827.2,1.31,1.31,2.33,4,2.84,17,323.85,157.45,669.75,166.4,5.94,3.09,0.68,3,1,0.6,3.19,5.94,4.05,18.05,2,179.499267,0
423,3,4,19.15,1.22,33.7,857.6,1.39,1.43,2.31,4,2.81,17,325.55,158.43,699.17,167.12,6.64,2.99,0.59,3,1,0.6,3.14,6.64,3.89,18.52,2,183.1677055,0
424,3,4,19.23,1.48,40.5,818.6,1.64,1.63,2.44,4,2.78,17,326.91,159.22,659.38,167.69,7.76,3.06,0.51,3,1,0.6,3.09,7.76,3.96,18.95,2,193.2498372,0
425,3,4,19.25,1.48,42.2,826.7,1.65,1.65,2.53,4,2.78,17,327.25,159.41,667.29,167.84,7.89,3.15,0.5,3,1,0.6,3.09,7.89,3.96,18.86,2,195.6728624,0
426,3,4,19.27,1.5,42.5,828.9,1.67,1.67,2.55,4,2.78,17,327.59,159.61,669.29,167.98,7.97,3.18,0.5,3,1,0.6,3.09,7.97,3.99,18.85,2,197.1589909,0
427,3,4,19.4,1.54,42.9,824.3,1.7,1.7,2.52,4,2.77,17,329.8,160.88,663.42,168.92,8.11,3.12,0.48,3,1,0.59,3.08,8.11,3.86,19,2,197.2370446,0
428,3,4,19.45,1.52,43.2,763.1,1.67,1.68,2.56,4,2.78,17,330.65,161.37,601.73,169.28,7.95,3.18,0.47,3,1,0.59,3.09,7.95,3.75,18.83,2,196.7878098,0
429,3,4,19.6,1.45,43.3,803.1,1.61,1.62,2.69,4,2.8,17,333.2,162.85,640.25,170.35,7.56,3.39,0.5,3,1,0.59,3.13,7.56,3.76,18.37,2,199.3490601,0
430,3,4,19.68,1.48,48.9,828.2,1.65,1.64,2.79,4,2.81,17,334.56,163.63,664.57,170.93,7.66,3.5,0.5,3,1,0.59,3.13,7.66,3.83,18.24,2,201.3234773,0
431,3,4,19.8,1.53,48.6,698,1.67,1.69,2.77,4,2.8,17,336.6,164.81,533.19,171.79,7.91,3.46,0.36,3,1,0.58,3.12,7.91,2.86,18.39,2,203.6363051,0
432,3,4,20.02,1.52,44.2,869.6,1.69,1.7,2.6,4,2.78,17,340.34,166.97,702.63,173.37,7.82,3.26,0.52,3,1,0.58,3.11,7.82,4.09,18.66,2,199.3553571,0
433,3,4,20.15,1.51,39.2,903.3,1.69,1.69,2.48,4,2.77,17,342.55,168.24,735.06,174.31,7.71,3.12,0.53,3,1,0.57,3.1,7.71,4.11,18.84,2,194.7662171,0
434,3,4,20.88,1.4,32.3,925.4,1.59,1.6,2.08,4,2.74,17,354.96,175.4,750,179.56,6.94,2.68,0.54,3,1,0.56,3.1,6.94,3.78,19.13,2,179.987543,0
435,3,4,21.15,2.01,54.3,869.8,2.18,2.19,2.44,4,2.67,17,359.55,178.05,691.75,181.5,10.07,2.92,0.37,3,1,0.55,2.99,10.07,3.7,20.18,2,207.0117271,0
436,3,4,21.48,2.01,67.9,101.9,2.03,2.13,3.24,4,2.76,17,365.16,181.29,-79.39,183.87,9.58,3.91,-0.04,3,1,0.54,3.08,9.58,-0.34,18.21,2,223.4842787,0
437,3,4,21.7,2.35,55.6,724.8,2.49,2.31,2.4,4,2.65,17,368.9,183.45,541.35,185.45,10.48,2.85,0.31,3,1,0.54,2.97,10.48,3.21,20.5,2,207.9667034,0
438,3,4,21.73,2.09,53.6,792.2,2.25,2.31,2.39,4,2.65,17,369.41,183.74,608.46,185.67,10.47,2.85,0.32,3,1,0.54,2.97,10.47,3.31,20.5,2,207.8178545,0
439,3,4,22.05,6.12,277.9,355.8,6.19,6.05,4.61,4,2.53,17,374.85,186.88,168.92,187.97,30.17,4.92,0.05,3,1,0.53,2.76,30.26,1.46,18.4,3,353.0811549,1
440,3,4,22.25,7.74,397.1,676,7.88,7.9,5.1,9,2.49,17,378.25,188.84,487.16,189.41,39.72,5.36,0.05,3,0.97,0.54,2.7,40.44,2.05,17.6,3,406.7534131,1
441,3,4,22.43,11.84,703.8,636.5,11.97,11.87,5.98,9,2.44,17,381.31,190.61,445.89,190.7,60.23,6.18,0.02,3,0.94,0.54,2.62,62.51,1.38,15.89,3,509.5478458,1
442,3,4,22.48,12.66,747.8,575.3,12.78,12.4,5.96,9,2.43,17,382.16,191.1,384.2,191.06,62.88,6.15,0.01,9,0.94,0.55,2.6,65.49,0.64,15.97,3,514.462932,1
443,3,4,22.75,11.06,558,741.4,11.21,11.2,4.95,9,2.39,17,386.75,193.75,547.65,193,56.02,5.13,0.05,4,0.93,0.54,2.57,58.78,2.85,18.52,3,456.7147439,1
444,3,4,23,9.29,372.8,891.3,9.47,9.43,3.85,4,2.35,17,391,196.2,695.1,194.8,46.42,4.01,0.08,4,0.92,0.54,2.55,49,3.78,22.12,5,388.4811098,1
445,3,4,23.23,9.49,356,1711.2,9.83,9.96,3.5,5,2.3,17,394.91,198.46,1512.74,196.45,48.69,3.65,0.16,4,0.9,0.54,2.5,52.05,7.58,23.88,5,381.5385247,1
446,3,4,23.32,9.21,298.9,1685.2,9.55,9.62,3.12,5,2.27,17,396.44,199.34,1485.86,197.1,46.78,3.26,0.16,4,0.89,0.55,2.48,50.32,7.52,25.79,5,362.6839358,1
447,3,4,23.73,9.84,392.1,1523.3,10.14,9.99,3.6,5,2.31,17,403.41,203.36,1319.94,200.05,47.93,3.75,0.14,4,0.91,0.53,2.51,51.07,6.6,23.36,5,380.931809,1
448,3,4,24.13,6.98,267.2,342.8,7.05,7.24,3.74,4,2.41,17,410.21,207.29,135.51,202.92,33.63,3.97,0.05,4,0.96,0.51,2.65,34.54,1.65,21.52,3,339.2068357,1
449,3,4,24.43,5.57,168.1,372.4,5.64,5.72,3.09,5,2.42,17,415.31,210.23,162.17,205.08,25.88,3.33,0.07,4,0.98,0.5,2.69,26.3,1.8,23.04,5,290.8637889,0
450,3,4,24.57,6.22,353.7,-0.3,6.22,8.19,3.98,4,2.4,17,417.69,211.6,-211.9,206.09,37.73,4.2,-0.02,4,0.96,0.5,2.63,38.95,-0.68,20.97,3,361.9123824,1
451,3,4,24.65,16.52,364.4,113.7,16.54,16.37,2.27,5,2.02,17,419.05,212.39,-98.69,206.66,77.21,2.33,-0.01,5,0.79,0.56,2.2,89.92,-0.43,35.71,7,393.2014126,1
452,3,4,24.73,14.73,380.6,162.8,14.76,13.34,2.86,5,2.15,17,420.41,213.17,-50.37,207.24,62.35,2.95,-0.01,5,0.85,0.54,2.35,69.68,-0.42,28.89,5,392.6937165,1
453,3,4,24.75,13.25,353.3,-42.5,13.24,11.99,2.94,5,2.19,17,420.75,213.37,-255.87,207.38,55.81,3.05,-0.02,5,0.87,0.53,2.39,61.56,-0.93,27.79,5,376.4409009,1
454,3,4,24.95,8.31,352.2,-15.4,8.31,8.75,4.24,4,2.4,17,424.15,215.33,-230.73,208.82,39.85,4.45,-0.03,4,0.96,0.49,2.63,41.1,-1.06,20.2,3,376.7942026,1
455,3,4,25,13.08,545.1,175.2,13.12,13.37,3.98,8,2.27,17,425,215.82,-40.62,209.18,61.9,4.11,-0.01,4,0.89,0.52,2.46,66.95,-0.39,22.29,5,438.0622018,1
456,3,4,25.02,17.35,592.5,198.7,17.39,16.11,2.77,5,2.09,17,425.34,216.02,-17.32,209.32,74.94,2.85,0,5,0.82,0.55,2.27,85.54,-0.35,30.48,5,413.8564996,1
457,3,4,25.2,15.39,583.5,22,15.39,16.02,3.68,8,2.19,17,428.4,217.78,-195.78,210.62,74.03,3.78,-0.01,4,0.86,0.53,2.38,82.11,-0.84,24.24,5,461.3386971,1
458,3,4,25.65,31.33,899.7,71.7,31.34,29.98,2.89,8,1.95,17,436.05,222.2,-150.5,213.85,138.15,2.93,0,5,0.76,0.56,2.1,166.2,-0.67,31.64,5,549.156477,1
459,3,4,25.77,24.8,859.9,491.2,24.9,25.07,3.31,8,2.05,17,438.09,223.37,267.83,214.72,114.73,3.37,0,8,0.8,0.54,2.2,133.95,0.09,27.59,5,530.1879881,1
460,3,4,25.95,26.75,799,228.6,26.8,24.73,3.16,8,2.03,17,441.15,225.14,3.46,216.01,112.42,3.22,0.01,5,0.79,0.54,2.19,131.81,0.79,28.7,5,517.2304873,1
461,3,4,25.98,25.71,820.6,73.8,25.72,26.23,3.11,8,2.01,17,441.66,225.43,-151.63,216.23,119.26,3.16,0,5,0.78,0.55,2.17,140.81,-0.14,29.26,5,529.9049416,1
462,3,4,26.05,32.67,801.2,37.5,32.68,33.35,2.32,8,1.85,17,442.85,226.12,-188.62,216.73,151.85,2.35,-0.01,5,0.72,0.57,1.99,189.12,-0.81,38.71,7,526.3515911,1
463,3,4,26.07,37.7,667.2,27.2,37.71,35.85,2.06,6,1.79,17,443.19,226.32,-199.12,216.87,163.27,2.09,-0.01,6,0.69,0.59,1.92,207.3,-0.9,43.2,7,516.026877,1
464,3,4,26.32,26.46,622.3,34.7,26.47,26.51,2.32,6,1.9,17,447.44,228.77,-194.07,218.67,119.21,2.36,-0.01,5,0.74,0.56,2.06,145.56,-0.87,37.57,7,472.6116043,1
465,3,4,26.55,17.86,394.7,42.4,17.87,17.85,2.5,5,2.03,17,451.35,231.03,-188.63,220.32,78.97,2.56,-0.01,5,0.81,0.53,2.22,92.09,-0.9,33.35,7,410.5652616,1
466,3,4,26.63,22.31,570.1,150.6,22.34,20.15,2.85,8,2.04,17,452.71,231.81,-81.21,220.9,89.15,2.92,-0.01,5,0.81,0.53,2.23,103.75,-0.61,30.5,5,454.6884524,1
467,3,4,26.88,45.84,526.4,-17.2,45.84,45.59,1.19,6,1.53,17,456.96,234.26,-251.46,222.7,202.65,1.2,-0.01,6,0.59,0.62,1.65,281.1,-1.13,71.4,7,460.6472469,1
468,3,4,26.98,45.86,644.8,-15,45.86,46.03,1.39,6,1.59,17,458.66,235.24,-250.24,223.42,203.99,1.4,-0.01,6,0.61,0.61,1.71,278.53,-1.12,62.76,7,493.6019083,1
469,4,3,3.15,0.84,38.69,49.75,0,0.67,5.4,3,3.29,19,59.85,0,49.75,59.85,10.24,5.93,0.09,3,1,1.67,3.17,10.24,0.95,15.48,2,294.2744067,0
470,4,3,3.5,1.65,42.9,92.96,0,2.67,1.75,4,2.52,19,66.5,0,92.96,66.5,39.19,1.79,0.03,5,0.8,1.39,2.41,36.16,1.03,34.26,7,289.5335142,0
471,4,3,3.6,5.04,47.11,14.48,0,4.44,1.08,5,2.22,19,68.4,0,14.48,68.4,63.89,1.1,0.01,5,0.7,1.3,2.13,56.91,0.62,50.45,7,285.3769976,0
472,4,3,3.85,3.35,89.06,9.11,0,4.79,2.02,5,2.36,19,73.15,0,9.11,73.15,64.52,2.05,0,5,0.76,1.27,2.28,59.8,0.19,36.22,7,358.1404816,1
473,4,3,4.05,13.57,110.6,-10.74,0,11.82,1.78,5,2.03,19,76.95,0,-10.74,76.95,152.63,1.8,0,6,0.64,1.18,1.98,139.04,-0.01,46.61,7,461.1926152,1
474,4,3,4.2,29.18,315.91,-25.69,0,32.42,1.22,6,1.62,19,79.8,0,-25.69,79.8,405.23,1.22,0,6,0.5,1.12,1.59,361.74,0.48,72.66,7,576.5340025,1
475,4,3,4.25,68.15,324.05,97.4,0,40.63,1.21,6,1.56,19,80.75,0,97.4,80.75,502.18,1.21,0,6,0.48,1.11,1.54,448.99,0.7,74.97,7,636.3631553,1
476,4,3,5.2,4.69,65.12,-16.35,0,4.77,1.31,5,2.24,19,98.8,0,-16.35,98.8,47.28,1.33,0,5,0.75,1.01,2.24,47.14,-0.08,42.99,7,284.8194929,0
477,4,3,6.25,1.71,17.72,146.91,0,1.91,1.12,5,2.54,19,118.75,7.35,139.56,111.4,16.04,1.19,0.09,4,0.9,0.91,2.61,16.21,1.42,29.33,4,204.3453626,0
478,4,3,6.65,0.78,5.27,217.91,0,0.87,0.64,4,2.74,19,126.35,11.27,206.64,115.08,6.47,0.75,0.28,4,1,0.87,2.88,6.47,1.79,21.99,1,144.4460718,0
479,4,3,6.7,0.73,4.6,222.11,0,0.82,0.63,4,2.76,19,127.3,11.76,210.35,115.54,6,0.74,0.3,4,1,0.87,2.9,6,1.8,21.49,1,140.0041674,0
480,4,3,6.75,0.75,5.36,223.28,0,0.79,0.63,4,2.77,19,128.25,12.25,211.03,116,5.73,0.75,0.32,4,1,0.86,2.92,5.73,1.84,21.17,1,138.7214091,0
481,4,3,7.05,0.71,3.83,275.83,0,0.78,0.54,4,2.75,19,133.95,15.19,260.64,118.76,5.44,0.65,0.39,4,1,0.84,2.92,5.44,2.15,20.99,1,133.4217707,0
482,4,3,7.55,0.68,4.02,275.6,0,0.74,0.6,4,2.79,19,143.45,20.09,255.51,123.36,4.87,0.75,0.43,4,1,0.81,2.99,4.87,2.11,20.19,1,134.1758163,0
483,4,3,7.7,0.71,5.36,308.06,0,0.76,0.7,4,2.81,19,146.3,21.56,286.5,124.74,4.91,0.87,0.46,3,1,0.8,3.01,4.91,2.28,20.08,1,138.4645646,0
484,4,3,8.15,0.7,4.5,355.24,0,0.78,0.58,4,2.77,19,154.85,25.97,329.27,128.88,4.83,0.73,0.52,4,1,0.78,2.99,4.83,2.53,20.18,1,133.3484197,0
485,4,3,8.25,0.7,4.98,355.94,0,0.77,0.6,4,2.77,19,156.75,26.95,328.99,129.8,4.76,0.75,0.53,3,1,0.77,3,4.76,2.53,20.06,1,133.5773243,0
486,4,3,8.7,0.73,4.21,367.15,0,0.8,0.53,4,2.74,19,165.3,31.36,335.79,133.94,4.76,0.67,0.53,1,1,0.75,2.98,4.76,2.53,20.17,1,130.236507,0
487,4,3,8.85,0.74,4.02,382.57,0,0.82,0.51,4,2.73,19,168.15,32.83,349.74,135.32,4.78,0.65,0.53,1,1,0.74,2.97,4.78,2.56,20.22,1,129.0025953,0
488,4,3,9.55,0.75,4.12,394.01,0,0.84,0.51,4,2.72,19,181.45,39.69,354.32,141.76,4.62,0.65,0.54,1,1,0.71,2.99,4.62,2.5,20.03,1,128.9760306,0
489,4,3,9.6,0.75,4.12,400.79,0,0.84,0.51,4,2.72,19,182.4,40.18,360.61,142.22,4.59,0.65,0.55,1,1,0.7,2.99,4.59,2.51,19.98,1,128.3473894,0
490,4,3,9.75,0.76,4.31,392.37,0,0.84,0.52,4,2.72,19,185.25,41.65,350.72,143.6,4.53,0.67,0.54,1,1,0.7,3,4.53,2.46,19.89,1,128.7067064,0
491,4,3,10.05,0.76,3.35,398.92,0,0.83,0.44,4,2.7,19,190.95,44.59,354.33,146.36,4.38,0.57,0.56,1,1,0.68,2.99,4.38,2.45,19.84,1,123.9176327,0
492,4,3,11.1,0.8,2.68,424.14,0,0.88,0.29,5,2.62,19,210.9,54.88,369.26,156.02,4.27,0.39,0.58,1,1,0.64,2.95,4.27,2.47,19.91,1,115.570883,0
493,4,3,12.05,0.84,3.06,493.27,0,0.93,0.45,4,2.65,19,228.95,64.19,429.08,164.76,4.28,0.6,0.59,1,1,0.61,3.01,4.28,2.5,19.68,1,124.9137804,0
494,4,3,12.25,0.84,5.55,463.84,0,0.95,0.59,4,2.69,19,232.75,66.15,397.69,166.6,4.33,0.78,0.58,3,1,0.6,3.04,4.33,2.49,19.53,1,130.886076,0
495,4,3,12.55,0.89,3.54,467.11,0,0.97,0.36,5,2.61,19,238.45,69.09,398.02,169.36,4.29,0.48,0.59,1,1,0.59,2.98,4.29,2.52,19.83,1,120.4676655,0
496,4,3,13.85,0.99,3.93,499.35,0,1.13,0.33,5,2.53,19,263.15,81.83,417.52,181.32,4.81,0.43,0.46,1,1,0.55,2.91,4.81,2.23,20.55,1,120.125811,0
497,4,3,13.95,1.41,3.93,485.33,0,1.3,0.28,5,2.46,19,265.05,82.81,402.52,182.24,5.66,0.36,0.37,1,1,0.55,2.83,5.66,2.09,21.74,1,122.6421763,0
498,4,3,14.5,1.01,3.83,554.93,0,1.11,0.38,5,2.56,19,275.5,88.2,466.73,187.3,4.44,0.5,0.54,1,1,0.53,2.97,4.44,2.39,19.99,1,122.0575794,0
499,4,3,15,1.55,7.57,454.74,0,1.69,0.56,5,2.45,19,285,93.1,361.64,191.9,7.35,0.67,0.26,4,1,0.52,2.81,7.35,1.88,23.15,1,145.4598146,0
500,4,3,15.45,6.58,81.78,186.85,0,6.88,1.04,6,2.05,19,293.55,97.51,89.34,196.04,33.62,1.09,0.01,5,0.81,0.58,2.27,38.15,0.26,43.22,7,252.4343388,0
