No,ID,CG,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
1,1,2,0.5,0.63,11.09,13.66,0,0.63,1.75,3,3.05,18,9,0,13.66,9,69.55,1.77,0.02,5,0.76,6.3,2.38,39.45,1.52,35.34,7,281.8913082,0
2,1,2,1.35,0.75,10.15,12.16,0,0.75,1.36,4,2.93,18,24.3,0,12.16,24.3,29.81,1.4,0.02,5,0.82,3.18,2.51,23.03,0.5,32.29,6,221.9559966,0
3,1,2,1.6,1.02,9.33,11.74,0,1.03,0.91,4,2.73,18,28.8,0.98,10.76,27.82,35.83,0.94,0.01,5,0.76,2.66,2.37,26.51,0.39,38.51,6,206.5873502,0
4,1,2,3.05,2.86,14.44,16.76,0,2.86,0.5,5,2.22,18,54.9,15.21,1.55,39.69,70.78,0.51,0,6,0.63,1.79,2,50.3,0.04,62.9,6,209.036641,0
5,1,2,3.35,4.98,12.36,16.89,0,4.98,0.25,6,1.88,18,60.3,18.15,-1.26,42.15,116.78,0.25,0,6,0.52,1.56,1.7,76.99,-0.03,97.38,7,196.7307144,0
6,1,2,3.95,3.95,16.55,31.95,0,3.96,0.42,6,2.06,18,71.1,24.03,7.92,47.07,82.54,0.43,0,6,0.59,1.56,1.89,60.71,0.17,73.76,7,209.4071972,0
7,1,2,4.7,3.77,18.2,40.66,0,3.78,0.48,5,2.1,18,84.6,31.39,9.27,53.21,69.52,0.49,0,6,0.62,1.48,1.96,54.76,0.17,66.8,7,211.7844205,0
8,1,2,4.85,3.9,19.08,40.74,0,3.91,0.49,5,2.09,18,87.3,32.86,7.88,54.44,70.28,0.5,0,6,0.62,1.46,1.95,55.81,0.14,67.27,7,212.1194275,0
9,1,2,5.2,4.6,18.95,41.16,0,4.61,0.41,6,1.99,18,93.6,36.3,4.86,57.3,78.85,0.42,0,6,0.59,1.39,1.87,62.82,0.08,75.58,7,209.4690574,0
10,1,2,6.7,9.03,32.52,52.13,0,9.04,0.36,6,1.71,18,120.6,51.01,1.12,69.59,128.23,0.36,0,6,0.51,1.2,1.64,107.31,0.02,107.52,7,233.8980362,0
11,1,2,7.65,10.74,36.88,56.47,0,10.75,0.34,6,1.63,18,137.7,60.33,-3.86,77.37,137.16,0.35,0,6,0.49,1.13,1.58,120.4,-0.05,116.59,7,236.3286067,0
12,1,2,7.7,10.42,35.62,56.9,0,10.43,0.34,6,1.64,18,138.6,60.82,-3.92,77.78,132.35,0.35,0,6,0.5,1.13,1.6,116.62,-0.05,114.74,7,236.660734,0
13,1,2,8,8.6,31.43,60.32,0,8.62,0.36,6,1.73,18,144,63.77,-3.45,80.23,105.61,0.37,0,6,0.53,1.12,1.69,95.28,-0.04,99.95,7,227.928032,0
14,1,2,8.4,7.7,29.3,67.82,0,7.71,0.38,6,1.78,18,151.2,67.69,0.13,83.51,90.56,0.39,0,6,0.56,1.11,1.75,83.61,0,91.43,7,222.9667466,0
15,1,2,10.05,14.21,44.62,93.26,0,14.23,0.31,6,1.5,18,180.9,83.88,9.38,97.02,144.82,0.32,0,6,0.47,1.01,1.5,142.52,0.1,132.33,7,242.3557286,0
16,1,2,10.4,14.48,36.12,103.19,0,14.51,0.25,6,1.45,18,187.2,87.31,15.88,99.89,143.35,0.25,0,6,0.45,1,1.45,143.26,0.16,144.4,7,228.3705719,0
17,1,2,10.7,12.24,48.36,102.76,0,12.27,0.39,6,1.61,18,192.6,90.25,12.51,102.35,117.97,0.4,0,6,0.52,0.99,1.62,119.29,0.12,109.78,7,246.8877026,0
18,1,2,10.75,11.85,45.99,102.53,0,11.88,0.39,6,1.62,18,193.5,90.74,11.79,102.76,113.69,0.39,0,6,0.52,0.99,1.63,115.18,0.11,108.53,7,243.5450096,0
19,1,2,10.8,10.8,41.71,102.26,0,10.82,0.39,6,1.65,18,194.4,91.23,11.03,103.17,103.01,0.39,0,6,0.54,0.98,1.66,104.51,0.11,103.14,7,235.1878138,0
20,1,2,11.2,11.12,44.84,93.34,0,11.14,0.4,6,1.65,18,201.6,95.16,-1.82,106.44,102.78,0.41,0,6,0.54,0.97,1.67,105.78,-0.02,102.14,7,240.3527533,0
21,1,2,12.6,14.11,44.93,119.11,0,14.14,0.32,6,1.51,18,226.8,108.89,10.22,117.91,117.99,0.32,0,6,0.5,0.92,1.55,128.17,0.09,124.04,7,238.4439006,0
22,1,2,13.2,4.92,22.8,158.69,0,4.96,0.46,6,1.99,18,237.6,114.78,43.91,122.82,38.43,0.48,0.01,6,0.7,0.87,2.07,40.88,0.36,56.69,6,195.5147805,0
23,1,2,13.7,5.15,19.28,112.66,0,5.18,0.37,6,1.93,18,246.6,119.68,-7.02,126.92,38.88,0.39,0,6,0.68,0.85,2.02,41.94,-0.06,60.13,6,187.0758594,0
24,1,2,14.65,7.61,33.94,135.08,0,7.65,0.44,6,1.81,18,263.7,129,6.08,134.7,54.8,0.46,0,6,0.64,0.83,1.9,60.97,0.05,72.39,7,212.7568618,0
25,1,2,15.4,0.66,11.41,232.84,0,0.72,1.58,3,2.98,18,277.2,136.36,96.48,140.84,3.15,2.57,0.22,3,1,0.71,3.39,3.15,0.69,16.84,2,152.1525883,0
26,1,2,15.45,0.67,12.57,251.47,0,0.73,1.71,3,2.99,18,278.1,136.85,114.62,141.25,3.23,2.76,0.25,3,1,0.71,3.39,3.23,0.81,16.77,2,155.0416284,0
27,1,2,15.55,0.72,9.2,360.11,0,0.81,1.13,4,2.86,18,279.9,137.83,222.28,142.07,3.76,1.72,0.42,3,1,0.7,3.24,3.76,1.56,17.99,1,143.6935628,0
28,1,2,15.9,0.64,10.71,472.58,0,0.76,1.4,4,2.93,18,286.2,141.26,331.32,144.94,3.28,2.25,0.7,3,1,0.69,3.35,3.28,2.29,17.16,2,149.091132,0
29,1,2,16.8,0.76,10.87,432.95,0,0.86,1.26,4,2.86,18,302.4,150.09,282.86,152.31,3.69,1.93,0.5,3,1,0.66,3.27,3.69,1.86,17.75,1,147.1689543,0
30,1,2,17.3,0.77,10.93,535.53,0,0.91,1.21,4,2.83,18,311.4,155,380.53,156.4,3.81,1.84,0.64,3,1,0.64,3.25,3.81,2.43,17.93,1,146.9738806,0
31,1,2,18.4,0.73,11.87,568.95,0,0.87,1.37,4,2.88,18,331.2,165.79,403.16,165.41,3.25,2.21,0.75,3,1,0.6,3.35,3.25,2.44,17.17,2,148.0672294,0
32,1,2,19.25,0.83,11.92,605.68,0,0.98,1.22,4,2.81,18,346.5,174.13,431.55,172.37,3.66,1.89,0.68,3,1,0.58,3.27,3.66,2.5,17.76,1,146.2706676,0
33,1,2,19.45,0.89,12.7,590,0,1.04,1.22,4,2.78,18,350.1,176.09,413.91,174.01,3.98,1.83,0.6,3,1,0.57,3.23,3.98,2.38,18.08,1,148.0671556,0
34,1,2,20.2,0.77,10.78,614.21,0,0.92,1.17,4,2.82,18,363.6,183.45,430.76,180.15,3.1,1.93,0.77,3,1,0.56,3.34,3.1,2.39,17.24,1,141.1132193,0
35,1,2,20.4,0.8,11.44,618.11,0,0.95,1.2,4,2.81,18,367.2,185.41,432.7,181.79,3.23,1.95,0.74,3,1,0.55,3.32,3.23,2.38,17.34,1,141.8888671,0
36,1,2,21.95,0.98,12.97,661.05,0,1.14,1.13,4,2.73,18,395.1,200.61,460.44,194.49,3.85,1.73,0.61,3,1,0.51,3.23,3.85,2.37,18.06,1,144.4248671,0
37,1,2,22.15,1.05,13.48,699.95,0,1.22,1.1,4,2.7,18,398.7,202.58,497.37,196.12,4.2,1.64,0.6,3,1,0.51,3.19,4.2,2.54,18.48,1,146.5491815,0
38,1,2,22.35,1.09,13.61,663.37,0,1.26,1.08,4,2.69,18,402.3,204.54,458.83,197.76,4.32,1.59,0.54,3,1,0.51,3.17,4.32,2.32,18.62,1,145.9349251,0
39,1,2,23.05,1.13,16.93,682.16,0,1.31,1.3,4,2.71,18,414.9,211.41,470.75,203.49,4.37,1.9,0.53,3,1,0.49,3.2,4.37,2.31,18.35,1,152.9000076,0
40,1,2,23.2,1.09,16.23,721.42,0,1.27,1.28,4,2.72,18,417.6,212.88,508.54,204.72,4.15,1.91,0.6,3,1,0.49,3.22,4.15,2.48,18.15,1,150.8629174,0
41,1,2,24.25,0.99,12.11,764.68,0,1.19,1.02,4,2.7,18,436.5,223.18,541.5,213.32,3.51,1.62,0.72,3,1,0.47,3.25,3.51,2.54,17.85,1,138.2059583,0
42,1,2,24.9,0.96,12.33,780.53,0,1.16,1.07,4,2.72,18,448.2,229.55,550.98,218.65,3.24,1.74,0.78,3,1,0.46,3.3,3.24,2.52,17.51,1,138.6612743,0
43,1,2,25.4,0.97,13.72,826,0,1.18,1.16,4,2.73,18,457.2,234.46,591.54,222.74,3.25,1.9,0.82,3,1,0.45,3.32,3.25,2.66,17.39,1,142.547285,0
44,1,2,26.7,1.24,18.07,792.21,0,1.43,1.26,4,2.67,18,480.6,247.21,545,233.39,4.08,1.9,0.57,3,1,0.43,3.23,4.08,2.34,18.11,1,150.848693,0
45,1,2,26.75,1.22,16.98,834.11,0,1.43,1.19,4,2.66,18,481.5,247.7,586.41,233.8,4.05,1.79,0.62,3,1,0.43,3.22,4.05,2.51,18.18,1,148.1281834,0
46,1,2,26.9,1.19,14.45,870.58,0,1.41,1.02,4,2.63,18,484.2,249.17,621.41,235.03,3.94,1.56,0.67,3,1,0.43,3.2,3.94,2.64,18.31,1,141.4713819,0
47,1,2,26.95,1.19,14.44,871.74,0,1.41,1.02,4,2.63,18,485.1,249.66,622.08,235.44,3.93,1.56,0.67,3,1,0.42,3.2,3.93,2.64,18.29,1,141.2019981,0
48,1,2,27.25,1.19,16.33,873.79,0,1.41,1.16,4,2.66,18,490.5,252.61,621.18,237.89,3.87,1.78,0.68,3,1,0.42,3.24,3.87,2.61,18.04,1,146.8350222,0
49,1,2,28.5,1.16,14.79,890.79,0,1.38,1.07,4,2.65,18,513,264.87,625.92,248.13,3.49,1.71,0.72,3,1,0.4,3.27,3.49,2.52,17.76,1,141.1450005,0
50,1,2,28.55,1.15,14.65,895.63,0,1.38,1.07,4,2.65,18,513.9,265.36,630.27,248.54,3.46,1.7,0.73,3,1,0.4,3.27,3.46,2.54,17.74,1,140.2340586,0
51,1,2,28.65,1.15,14.29,896.21,0,1.38,1.04,4,2.64,18,515.7,266.34,629.87,249.36,3.45,1.66,0.73,3,1,0.4,3.27,3.45,2.53,17.76,1,139.9299731,0
52,1,2,28.7,1.13,13.87,896.16,0,1.36,1.02,4,2.65,18,516.6,266.83,629.33,249.77,3.37,1.65,0.75,3,1,0.4,3.28,3.37,2.52,17.69,1,139.2415519,0
53,1,2,29,1.44,19.12,850.32,0,1.66,1.15,4,2.6,18,522,269.77,580.55,252.22,4.49,1.69,0.51,3,1,0.4,3.17,4.49,2.3,18.68,1,150.2211856,0
54,1,2,29.25,1.21,18.5,867.95,0,1.43,1.3,4,2.68,18,526.5,272.23,595.72,254.27,3.55,2.05,0.66,3,1,0.39,3.3,3.55,2.34,17.53,2,148.4970049,0
55,2,2,0.02,0,0,1,0,0.5,0.7,4,2.98,19,0.38,0,1,0.38,1303.39,0.7,0,6,0.54,20.7,1.81,102.5,2.24,79.56,7,295.8492171,0
56,2,2,0.22,2.27,18,0,0,2.99,0.59,5,2.23,19,4.18,0,0,4.18,714.6,0.59,0,6,0.49,4.68,1.65,139.69,-0.94,98.28,7,304.7203884,0
57,2,2,0.34,5.51,27,-7,0,4.61,0.69,5,2.1,19,6.46,0,-7,6.46,712.53,0.69,0,6,0.47,3.65,1.63,167.95,-1.63,95.94,7,341.124201,1
58,2,2,0.59,1.79,48,-6,0,3.39,1.29,5,2.36,19,11.21,0.88,-6.88,10.33,327.24,1.29,0,6,0.58,3.77,1.91,127.28,-0.73,58.61,7,395.0005044,1
59,2,2,0.63,1.26,39,15,0,2.57,1.63,5,2.51,19,11.97,1.28,13.72,10.69,238.97,1.63,0,5,0.63,4.12,2.04,105.33,-0.27,47.64,7,404.0560263,1
60,2,2,0.73,1.31,32,-6,0,1.29,2.61,3,2.88,19,13.87,2.26,-8.26,11.61,109.87,2.64,0,5,0.75,5,2.34,63.84,0.41,30.98,5,405.832837,1
61,2,2,1.22,0.37,15,22,0,0.42,3.17,3,3.33,19,23.18,7.06,14.94,16.12,24.5,3.36,0.07,4,0.91,5.28,2.77,20.87,1.75,22.04,5,302.4609849,0
62,2,2,1.55,0.22,7,70,0,0.42,1.8,3,3.21,19,29.45,10.3,59.7,19.15,20.39,1.93,0.07,4,0.89,4.33,2.7,16.92,1.4,26.21,4,236.4981753,0
63,2,2,1.65,0.52,9,-11,0,0.66,1.13,4,2.95,19,31.35,11.28,-22.28,20.07,31.13,1.18,0.02,5,0.8,3.64,2.48,22.74,0.56,33.78,6,223.4191373,0
64,2,2,1.93,2.51,10,-3,0,2.89,0.42,5,2.19,19,36.67,14.03,-17.03,22.64,125.93,0.43,0,6,0.57,2.33,1.85,66.41,-0.61,77.64,7,224.7515189,0
65,2,2,1.98,3.84,12,-5,0,3.31,0.41,5,2.13,19,37.62,14.52,-19.52,23.1,141.54,0.41,0,6,0.55,2.25,1.81,73.43,-0.65,83.07,7,230.3735801,0
66,2,2,2.24,5.06,22,12,0,5.44,0.42,6,1.93,19,42.56,17.07,-5.07,25.49,211.75,0.42,0,6,0.5,1.98,1.67,106.95,-0.32,101.46,7,255.8074079,0
67,2,2,2.58,6.05,24,17,0,6.79,0.4,6,1.84,19,49.02,20.4,-3.4,28.62,235.54,0.4,0,6,0.48,1.82,1.61,122.5,-0.01,111.36,7,262.5001717,0
68,2,2,2.71,6.86,28,21,0,7.01,0.41,6,1.83,19,51.49,21.68,-0.68,29.81,233.33,0.41,0,6,0.48,1.79,1.61,124.16,0.01,110.66,7,265.1635369,0
69,2,2,3.36,6.75,31,20,0,6.87,0.5,6,1.88,19,63.84,28.06,-8.06,35.78,190.13,0.5,0,6,0.51,1.69,1.68,114.88,-0.32,97.75,7,273.3448182,0
70,2,2,3.41,6.63,32,22,0,7.03,0.48,6,1.86,19,64.79,28.55,-6.55,36.24,192.13,0.48,0,6,0.5,1.67,1.67,116.2,-0.29,100.17,7,272.2275793,0
71,2,2,4.22,4.08,25,35,0,4.7,0.5,6,2.03,19,80.18,36.49,-1.49,43.69,105.84,0.51,0,6,0.58,1.61,1.85,74.46,0.02,78.14,7,244.889294,0
72,2,2,4.29,4.08,21,35,0,4.5,0.51,6,2.04,19,81.51,37.18,-2.18,44.33,99.75,0.52,0,6,0.58,1.61,1.87,71.07,0.01,75.96,7,242.5449641,0
73,2,2,4.71,4.15,21,30,0,3.91,0.56,5,2.12,19,89.49,41.3,-11.3,48.19,79.22,0.57,0,6,0.62,1.57,1.95,59.96,-0.08,67.01,7,236.2782488,0
74,2,2,4.94,3.24,28,44,0,3.76,0.6,5,2.15,19,93.86,43.56,0.44,50.3,72.92,0.62,-0.01,6,0.63,1.55,1.99,56.69,-0.37,63.56,7,238.3182867,0
75,2,2,5,3.67,23,-9,0,3.58,0.62,5,2.17,19,95,44.15,-53.15,50.85,68.46,0.63,-0.01,6,0.64,1.55,2.02,53.79,-0.36,61.35,7,237.9872461,0
76,2,2,5.26,2.42,16,41,0,2.79,0.56,5,2.25,19,99.94,46.7,-5.7,53.24,50.53,0.58,0,5,0.68,1.53,2.1,41.22,-0.16,54.46,6,215.7041575,0
77,2,2,5.43,1.92,10,46,0,2.01,0.57,5,2.38,19,103.17,48.36,-2.36,54.81,34.81,0.6,0,5,0.73,1.55,2.24,29.57,-0.02,45.06,6,200.7548373,0
78,2,2,5.5,1.58,10,46,0,1.87,0.54,5,2.4,19,104.5,49.05,-3.05,55.45,31.85,0.57,0,5,0.74,1.54,2.26,27.28,-0.04,43.59,6,193.8254495,0
79,2,2,5.54,1.25,10,46,0,1.82,0.52,5,2.41,19,105.26,49.44,-3.44,55.82,30.66,0.55,0,5,0.74,1.54,2.26,26.35,-0.04,42.99,6,188.848261,0
80,2,2,5.73,1.93,9,43,0,1.36,0.63,5,2.56,19,108.87,51.31,-8.31,57.56,21.67,0.69,0,5,0.8,1.56,2.42,19.42,-0.02,35.31,6,183.9562062,0
81,2,2,5.77,1.55,9,34,0,1.34,0.63,5,2.56,19,109.63,51.7,-17.7,57.93,21.17,0.69,0,5,0.81,1.55,2.43,19.04,0,34.93,6,183.5598666,0
82,2,2,6.02,4.16,14,54,0,3.76,0.42,6,2.08,19,114.38,54.15,-0.15,60.23,60.54,0.43,0,6,0.63,1.38,1.97,50.15,0.09,65.62,6,211.9486859,0
83,2,2,6.21,6.46,26,57,0,6.26,0.42,6,1.88,19,117.99,56.02,0.98,61.97,99.16,0.43,0,6,0.56,1.31,1.78,80.32,0.05,86.59,7,237.2167219,0
84,2,2,6.29,6.59,32,57,0,6.45,0.47,6,1.89,19,119.51,56.8,0.2,62.71,100.99,0.48,0,6,0.57,1.3,1.79,82.44,0.06,84.56,7,244.9802156,0
85,2,2,6.4,6.04,34,59,0,6.2,0.51,6,1.92,19,121.6,57.88,1.12,63.72,95.33,0.52,0,6,0.58,1.3,1.83,78.87,0.06,79.95,7,249.2937588,0
86,2,2,6.65,6.15,30,61,0,6.56,0.47,6,1.89,19,126.35,60.33,0.67,66.02,97.48,0.48,0,6,0.57,1.27,1.8,81.52,0.04,83.61,7,246.022968,0
87,2,2,6.83,7.06,33,63,0,7.48,0.46,6,1.83,19,129.77,62.1,0.9,67.67,108.63,0.46,0,6,0.55,1.24,1.75,91.16,0.03,90.09,7,251.1196877,0
88,2,2,6.93,7.42,33,64,0,8.04,0.46,6,1.8,19,131.67,63.08,0.92,68.59,115.3,0.47,0,6,0.54,1.23,1.73,97.06,0,92.67,7,256.630187,0
89,2,2,7.08,8.27,43,65,0,8.41,0.48,6,1.79,19,134.52,64.55,0.45,69.97,118.27,0.49,0,6,0.54,1.21,1.73,100.45,-0.02,92.88,7,263.3237196,0
90,2,2,7.23,8.02,38,64,0,8.97,0.47,6,1.77,19,137.37,66.02,-2.02,71.35,123.8,0.48,0,6,0.54,1.2,1.7,105.82,-0.02,95.69,7,263.6048176,0
91,2,2,7.35,9.09,42,68,0,8.82,0.47,6,1.77,19,139.65,67.2,0.8,72.45,119.82,0.48,0,6,0.54,1.19,1.71,103.26,0.02,94.79,7,262.1057906,0
92,2,2,7.84,2.28,18,63,0,1.71,1.68,4,2.67,19,148.96,72.01,-9.01,76.95,20.27,1.84,0.01,4,0.89,1.26,2.63,19.71,0.26,27.97,4,242.6847538,0
93,2,2,7.88,1.7,15,34,0,1.42,1.83,4,2.76,19,149.72,72.4,-38.4,77.32,16.41,2.05,0.02,4,0.93,1.27,2.73,16.11,0.4,25.35,4,236.7822704,0
94,2,2,8.65,0.67,7,159,0,0.76,0.9,4,2.85,19,164.35,79.95,79.05,84.4,7.07,1.15,0.16,4,1,1.18,2.92,7.07,1.17,21.85,1,162.4022664,0
95,2,2,8.88,0.57,9,222,0,0.73,1.03,4,2.89,19,168.72,82.21,139.79,86.51,6.44,1.34,0.21,3,1,1.16,2.98,6.44,1.35,20.91,1,163.3773795,0
96,2,2,9.03,0.59,6,202,0,0.71,0.92,4,2.88,19,171.57,83.68,118.32,87.89,6.1,1.22,0.24,3,1,1.14,2.99,6.1,1.47,20.79,1,158.8637835,0
97,2,2,9.59,0.82,7,62,0,0.79,1.33,4,2.9,19,182.21,89.17,-27.17,93.04,6.59,1.72,0.16,3,1,1.07,3.02,6.59,1.05,20.39,1,174.8604478,0
98,2,2,9.86,1.4,13,110,0,0.95,1.48,4,2.86,19,187.34,91.82,18.18,95.52,7.96,1.84,0.13,3,1,1.05,2.97,7.96,1.06,21.22,1,189.1090557,0
99,2,2,10.85,0.77,8,225,0,0.88,1.17,4,2.84,19,206.15,101.53,123.47,104.62,6.42,1.53,0.17,3,1,0.96,3.01,6.42,1.09,20.58,1,169.3085133,0
100,2,2,11.17,0.87,10,170,0,0.83,1.73,3,2.94,19,212.23,104.67,65.33,107.56,5.78,2.31,0.22,3,1,0.93,3.14,5.78,1.29,18.93,2,184.4902435,0
101,2,2,11.26,0.63,13,196,0,0.84,1.77,3,2.94,19,213.94,105.56,90.44,108.38,5.76,2.37,0.19,3,1,0.92,3.14,5.76,1.1,18.84,2,184.0112552,0
102,2,2,11.28,0.66,16,288,0,0.86,1.68,4,2.92,19,214.32,105.75,182.25,108.57,5.93,2.25,0.17,3,1,0.92,3.12,5.93,1.02,19.12,2,183.3658877,0
103,2,2,11.41,1.01,15,63,0,0.94,1.69,4,2.89,19,216.79,107.03,-44.03,109.76,6.58,2.2,0.11,3,1,0.91,3.08,6.58,0.7,19.63,2,188.4503487,0
104,2,2,11.5,1.13,14,118,0,0.96,1.81,4,2.9,19,218.5,107.91,10.09,110.59,6.68,2.34,0.11,3,1,0.9,3.09,6.68,0.75,19.48,2,193.0233604,0
105,2,2,11.79,1.18,9,65,0,0.95,1.79,4,2.9,19,224.01,110.75,-45.75,113.26,6.43,2.34,0.16,3,1,0.88,3.1,6.43,1.02,19.31,2,189.9703203,0
106,2,2,11.81,0.89,10,99,0,0.95,1.75,4,2.9,19,224.39,110.95,-11.95,113.44,6.36,2.3,0.17,3,1,0.88,3.1,6.36,1.09,19.33,2,188.4171203,0
107,2,2,12.05,0.93,7,232,0,0.91,1.4,4,2.86,19,228.95,113.31,118.69,115.64,5.9,1.87,0.23,3,1,0.86,3.08,5.9,1.37,19.62,1,173.6466999,0
108,2,2,12.4,1.11,13,298,0,1.16,1.33,4,2.76,19,235.6,116.74,181.26,118.86,7.75,1.67,0.12,3,1,0.84,2.96,7.75,0.92,21.4,1,183.0222129,0
109,2,2,12.62,1.95,23,81,0,1.26,1.73,4,2.79,19,239.78,118.9,-37.9,120.88,8.44,2.14,0.07,3,1,0.83,2.98,8.44,0.62,20.95,2,200.1171735,0
110,2,2,12.85,0.83,13,322,0,1.1,1.98,4,2.87,19,244.15,121.15,200.85,123,6.93,2.55,0.16,3,1,0.81,3.09,6.93,1.09,19.31,2,198.4163477,0
111,2,2,13.18,1.08,18,326,0,1.04,1.68,4,2.85,19,250.42,124.39,201.61,126.03,6.25,2.21,0.22,3,1,0.79,3.1,6.25,1.4,19.39,2,185.9677079,0
112,2,2,13.29,0.85,17,273,0,1.15,1.46,4,2.78,19,252.51,125.47,147.53,127.04,7.07,1.88,0.15,3,1,0.79,3.02,7.07,1.07,20.5,1,184.3283288,0
113,2,2,13.4,1.31,19,221,0,1.23,1.61,4,2.78,19,254.6,126.55,94.45,128.05,7.64,2.02,0.1,3,1,0.78,3,7.64,0.77,20.64,2,190.4791938,0
114,2,2,14.21,2.11,14,27,0,1.34,1.46,4,2.73,19,269.99,134.5,-107.5,135.49,7.87,1.83,0.1,3,1,0.74,2.97,7.87,0.75,21.18,1,187.5031528,0
115,2,2,14.62,0.78,35,358,0,1.24,1.57,4,2.77,19,277.78,138.52,219.48,139.26,6.94,2.02,0.14,3,1,0.72,3.04,6.94,0.99,20.16,2,186.4434489,0
116,2,2,14.9,1.55,10,404,0,1.24,1.26,4,2.72,19,283.1,141.26,262.74,141.84,6.76,1.63,0.2,3,1,0.71,3,6.76,1.36,20.69,1,173.7751,0
117,2,2,15.05,1.05,30,318,0,1.26,1.33,4,2.73,19,285.95,142.74,175.26,143.21,6.79,1.73,0.2,3,1,0.7,3.01,6.79,1.38,20.54,1,176.5752606,0
118,2,2,15.19,0.99,13,317,0,1.24,1.47,4,2.76,19,288.61,144.11,172.89,144.5,6.56,1.91,0.19,3,1,0.69,3.05,6.56,1.27,20.06,1,181.0111822,0
119,2,2,15.25,0.8,13,441,0,1.27,1.51,4,2.75,19,289.75,144.7,296.3,145.05,6.76,1.96,0.2,3,1,0.69,3.04,6.76,1.36,20.14,1,182.8047799,0
120,2,2,15.38,1.17,14,220,0,1.45,1.18,4,2.65,19,292.22,145.97,74.03,146.25,7.93,1.48,0.12,4,1,0.68,2.92,7.93,0.93,21.94,1,177.0037289,0
121,2,2,15.69,0.93,30,393,0,1.26,1.76,4,2.79,19,298.11,149.01,243.99,149.1,6.43,2.31,0.19,3,1,0.67,3.1,6.43,1.19,19.37,2,189.9703203,0
122,2,2,15.8,1.04,14,387,0,1.31,1.66,4,2.76,19,300.2,150.09,236.91,150.11,6.69,2.15,0.19,3,1,0.67,3.07,6.69,1.3,19.78,2,188.4070344,0
123,2,2,16.03,2.3,19,81,0,1.5,1.51,4,2.69,19,304.57,152.35,-71.35,152.22,7.82,1.9,0.1,3,1,0.66,2.98,7.82,0.79,21,1,188.9872868,0
124,2,2,16.51,0.95,11,355,0,1.05,1.36,4,2.8,19,313.69,157.06,197.94,156.63,4.71,1.94,0.41,3,1,0.64,3.18,4.71,1.92,18.59,1,166.4536051,0
125,2,2,16.76,1.25,10,316,0,1.1,1.37,4,2.79,19,318.44,159.51,156.49,158.93,4.92,1.93,0.39,3,1,0.63,3.16,4.92,1.9,18.77,1,167.6877557,0
126,2,2,16.78,1.13,10,294,0,1.1,1.36,4,2.79,19,318.82,159.71,134.29,159.11,4.9,1.92,0.39,3,1,0.63,3.16,4.9,1.92,18.77,1,167.1762524,0
127,2,2,17.75,9.12,53,172,0,9.6,0.53,6,1.77,19,337.25,169.22,2.78,168.03,55.1,0.55,0,6,0.66,0.71,1.91,65.65,0.06,71.31,7,240.4105783,0
128,2,2,17.79,8.99,54,172,0,9.73,0.54,6,1.76,19,338.01,169.61,2.39,168.4,55.77,0.56,0,6,0.66,0.71,1.91,66.52,0.06,71.53,7,242.7960996,0
129,2,2,18.02,9.97,51,173,0,9.35,0.57,6,1.8,19,342.38,171.87,1.13,170.51,52.8,0.6,0,6,0.68,0.7,1.95,62.74,0.05,67.73,7,244.4476751,0
130,2,2,18.11,9.63,51,174,0,8.01,0.74,6,1.91,19,344.09,172.75,1.25,171.34,44.73,0.78,0,5,0.73,0.68,2.08,51.81,0.08,56.07,7,249.6535348,0
131,2,2,18.17,8.48,47,172,0,6.85,0.94,6,2.03,19,345.23,173.34,-1.34,171.89,37.84,0.99,0.01,5,0.78,0.66,2.2,42.73,0.31,47,7,251.5227049,0
132,2,2,18.23,3.67,59,170,0,5.59,1.16,5,2.15,19,346.37,173.93,-3.93,172.44,30.42,1.23,0.02,5,0.83,0.64,2.35,33.36,0.67,39.02,7,252.6079746,0
133,2,2,18.25,2.84,71,174,0,5.19,1.23,5,2.19,19,346.75,174.13,-0.13,172.62,28.08,1.31,0.03,5,0.85,0.63,2.39,30.5,0.83,36.79,7,248.4576681,0
134,2,2,18.59,2.05,67,275,0,2.19,2.53,4,2.68,19,353.21,177.46,97.54,175.75,10.47,3.01,0.17,3,1,0.57,2.98,10.47,1.73,20.16,2,235.2271986,0
135,2,2,18.61,1.86,80,255,0,2.2,2.5,4,2.68,19,353.59,177.66,77.34,175.93,10.48,2.98,0.16,3,1,0.57,2.98,10.48,1.67,20.23,2,235.3956794,0
136,2,2,18.76,1.67,49,329,0,2.04,2.96,4,2.75,19,356.44,179.13,149.87,177.31,9.52,3.58,0.09,3,1,0.56,3.06,9.52,0.9,18.75,2,242.384719,0
137,2,2,19.06,1.63,39,379,0,1.83,2.26,4,2.72,19,362.14,182.07,196.93,180.07,8.14,2.82,0.14,3,1,0.56,3.06,8.14,1.11,19.51,2,215.5240944,0
138,2,2,19.5,1.03,20,557,0,1.58,1.43,4,2.66,19,370.5,186.39,370.61,184.11,6.55,1.87,0.26,3,1,0.54,3.04,6.55,1.73,20.12,1,178.5288881,0
