No,ID,Depth_m,qc_MPa,fs_kPa,u_kPa,Other,qt_MPa,Rf_p,SBT,Ic,gamma_kNm3,sv_kPa,u0_kPa,du_kPa,slv0_kPa,Qt1,Fr_p,Bq,SBTn,n,Cn,Icn,Qtn,U2,IB,MSBTn,KG,EST
2942,33,9.26,2.61,106.8,58.6,0.65,2.69,3.97,4,2.74,18.74,168.08,76.11,-17.51,91.97,27.44,4.23,-0.01,4,0.94,1.08,2.75,27.31,-0.19,20.11,3,355.8645981,1
2943,33,9.5,2.89,121.9,65.2,0.67,2.83,4.2,4,2.74,18.88,172.55,78.44,-13.24,94.11,28.29,4.47,-0.01,3,0.95,1.06,2.75,28.2,-0.16,19.49,3,367.2507958,1
2944,33,9.62,2.36,113.3,64.7,0.57,2.48,4.51,3,2.8,18.76,174.87,79.65,-14.95,95.22,24.21,4.86,-0.01,3,0.97,1.05,2.83,24.18,-0.15,18.24,3,359.8313355,1
2945,33,9.74,2.94,106.9,67.1,0.71,2.95,3.63,4,2.68,18.78,177.16,80.84,-13.74,96.32,28.81,3.86,-0.01,4,0.93,1.04,2.7,28.73,-0.15,21.41,3,347.7132432,1
2946,33,9.78,2.9,104.8,66.1,0.71,2.92,3.61,4,2.68,18.76,177.93,81.25,-15.15,96.69,28.35,3.85,-0.01,4,0.93,1.03,2.71,28.28,-0.15,21.41,3,347.6292506,1
2947,33,10.15,3.31,118.2,69.9,0.76,3.31,3.57,4,2.64,18.94,184.82,84.83,-14.93,100,31.25,3.78,0,4,0.92,1,2.67,31.25,-0.15,21.93,3,359.5765947,1
2948,33,10.27,3.08,117.9,70.3,0.7,3.08,3.8,4,2.68,18.9,187.11,86.01,-15.71,101.1,28.59,4.05,-0.01,4,0.94,0.99,2.72,28.61,-0.16,20.77,3,357.7866418,1
2949,33,10.33,2.77,116.2,70.3,0.63,2.83,4.06,4,2.73,18.84,188.26,86.61,-16.31,101.65,26,4.35,-0.01,3,0.96,0.98,2.77,26.02,-0.16,19.67,3,353.8631115,1
2950,34,2.7,0.2,4.79,279.62,0,0.28,1.93,3,3.38,14.45,47.5,0,279.62,47.5,4.91,2.33,1.2,3,1,2.11,3.2,4.91,5.91,18.31,2,133.9531376,0
2951,34,3.45,2.6,52.67,517.1,0,3.1,1.84,5,2.48,18.08,59.82,4.41,512.69,55.4,54.93,1.88,0.14,5,0.77,1.57,2.33,47.84,7.65,36.19,7,307.1253955,0
2952,34,4.95,2.3,110.12,-61.29,0,2.37,4.8,3,2.83,18.76,87.33,19.13,-80.42,68.2,33.44,4.98,-0.04,3,0.93,1.43,2.74,32.53,-1.19,18.32,3,401.0696563,1
2953,34,6.15,2.16,127.36,-53.63,0,2.57,4.7,3,2.8,18.86,109.85,30.9,-84.53,78.95,31.12,4.91,-0.03,3,0.94,1.25,2.75,30.67,-1.05,18.43,3,390.7067773,1
2954,34,6.6,2.55,119.7,-66.07,0,2.66,7.85,3,2.95,19.51,118.64,35.32,-101.39,83.32,30.51,8.21,-0.04,3,1,1.2,2.92,30.51,-1.21,12.64,3,499.3014755,1
2955,34,8.7,2.16,80.44,-36.39,0,2.49,3.12,4,2.69,18.34,156.27,55.92,-92.31,100.36,23.25,3.32,-0.04,4,0.94,1,2.73,23.26,-0.91,22.58,5,301.04439,0
2956,34,10.35,2.84,73.74,29.69,0,4.29,1.88,5,2.37,18.6,187.2,72.1,-42.41,115.09,35.66,1.97,-0.01,5,0.84,0.89,2.44,36.49,-0.36,32.79,7,296.4266637,0
2957,34,10.95,2.4,37.35,61.29,0,2.65,1.72,4,2.52,17.75,197.93,77.99,-16.7,119.94,20.44,1.86,-0.01,4,0.91,0.85,2.62,20.78,-0.16,28.34,4,232.9198164,0
2958,34,11.25,3.33,62.24,48.84,0,2.88,1.81,5,2.5,17.94,203.28,80.93,-32.09,122.35,21.86,1.94,-0.01,4,0.9,0.83,2.6,22.29,-0.18,28.5,5,241.9239776,0
2959,34,11.7,3.87,104.38,125.45,0,5.46,1.63,5,2.25,18.8,211.61,85.35,40.1,126.27,41.59,1.7,0.01,5,0.8,0.83,2.34,43.54,0.28,37.22,7,301.3686635,0
2960,34,12.15,12.31,79.48,-4.79,0,9.54,1.48,5,2.04,19.54,220.33,89.76,-94.55,130.57,71.39,1.51,-0.01,5,0.72,0.83,2.11,76.91,-0.75,46.69,7,358.6621869,1
2961,34,13.8,5.64,149.39,-42.13,0,4.8,2.69,5,2.44,19.18,251.3,105.95,-148.08,145.35,31.31,2.84,-0.03,4,0.9,0.71,2.58,32.45,-0.8,26.17,5,334.2208605,1
2962,34,14.25,28.29,318.88,-39.26,0,16.73,1.95,6,1.96,20.73,260.22,110.36,-149.62,149.86,109.91,1.98,-0.01,5,0.71,0.75,2.05,123.81,-0.86,42.45,7,504.0110048,1
2963,34,14.4,13.88,595.63,39.26,0,18.8,2.17,6,1.97,21.03,263.37,111.83,-72.57,151.54,122.29,2.2,-0.01,5,0.71,0.75,2.05,138.09,-0.73,39.55,7,554.9257392,1
2964,34,14.55,14.22,311.22,2.87,0,12.59,2.98,5,2.18,20.78,266.49,113.31,-110.44,153.18,80.43,3.04,-0.01,5,0.8,0.71,2.29,87.64,-0.7,28.99,5,528.3798463,1
2965,34,15,6.52,171.41,46.92,0,8.22,1.89,5,2.16,19.6,275.46,117.72,-70.8,157.74,50.34,1.95,-0.01,5,0.8,0.69,2.3,55.05,-0.51,36.64,7,356.1213312,1
2966,34,15.6,16.23,391.66,24.9,0,14.59,2.19,5,2.04,20.65,287.53,123.61,-98.71,163.92,87.25,2.24,-0.01,5,0.75,0.69,2.16,98.57,-0.54,37.35,7,486.4100591,1
2967,34,16.5,7.01,289.2,-64.16,0,9.85,2.35,5,2.17,20.13,306.34,132.44,-196.6,173.9,54.87,2.42,-0.02,5,0.82,0.63,2.33,60.47,-0.9,32.55,7,407.6361354,1
2968,34,18.6,5,159.92,48.84,0,5.2,3.25,4,2.47,19.52,347.71,153.04,-104.2,194.68,24.9,3.48,-0.02,4,0.98,0.52,2.72,25.19,-0.54,22.31,5,335.872822,1
2969,35,1.4,7.64,129.6,-10.97,0,8.26,1.44,5,2.08,21,29.4,0,-10.97,29.4,279.86,1.44,0,6,0.57,2.02,1.86,165.85,-0.51,56.92,7,499.781097,1
2970,35,1.75,4.7,34.56,-19.48,0,4.43,0.87,5,2.16,21,36.75,0,-19.48,36.75,119.66,0.87,0,6,0.61,1.84,1.95,80.9,-0.52,64.63,7,326.9298764,0
2971,35,2.1,0.9,12.54,-10.13,0,0.92,1.32,4,2.85,21,44.1,0.98,-11.11,43.12,20.42,1.39,-0.01,5,0.86,2.06,2.6,18.17,-0.25,29.56,4,242.9458107,0
2972,35,2.25,0.68,12.28,-8.99,0,0.58,2.16,3,3.12,21,47.25,2.45,-11.44,44.8,11.97,2.35,-0.01,4,0.97,2.18,2.88,11.69,-0.15,22.26,4,248.8021348,0
2973,35,3.1,0.25,6.78,111.95,0,0.25,2.79,3,3.5,21,65.1,10.79,101.16,54.31,3.34,3.79,0.52,3,1,1.84,3.45,3.34,1.73,16.14,2,200.1257945,0
2974,35,3.25,0.2,6.96,107.69,0,0.26,2.74,3,3.48,21,68.25,12.26,95.43,55.99,3.39,3.73,0.5,3,1,1.79,3.44,3.39,1.71,16.2,2,199.8218579,0
2975,35,3.5,0.22,6.2,113.63,0,0.25,2.5,3,3.47,21,73.5,14.71,98.92,58.78,3.07,3.51,0.55,3,1,1.7,3.47,3.07,1.69,16.18,2,192.6845977,0
2976,35,4.75,0.25,8.64,135.57,0,0.28,3.05,3,3.47,21,99.75,26.98,108.59,72.77,2.5,4.71,0.6,2,1,1.37,3.61,2.5,1.5,15.29,2,197.2187608,0
2977,35,5.2,0.3,8.64,140.9,0,0.33,2.41,3,3.37,21,109.2,31.39,109.51,77.81,2.81,3.61,0.49,3,1,1.29,3.51,2.81,1.38,15.98,2,189.6806193,0
2978,35,5.6,0.29,7.68,127.69,0,0.3,2.45,3,3.4,21,117.6,35.32,92.37,82.28,2.21,4.05,0.52,2,1,1.22,3.62,2.21,1.14,15.47,2,182.090557,0
2979,35,5.95,0.39,10.56,90.51,0,0.41,2.55,3,3.29,21,124.95,38.75,51.76,86.2,3.36,3.65,0.22,3,1,1.16,3.44,3.36,0.73,16.24,2,198.4941341,0
2980,35,6,0.29,9.6,87.68,0,0.41,2.43,3,3.29,21,126,39.24,48.44,86.76,3.23,3.53,0.18,3,1,1.15,3.45,3.23,0.59,16.25,2,195.1619329,0
2981,35,6.5,0.26,7.68,142.61,0,0.31,2.43,3,3.39,21,136.5,44.15,98.46,92.36,1.84,4.37,0.58,2,1,1.08,3.71,1.84,1.07,15.17,2,177.8715896,0
2982,35,6.7,0.26,6.78,162,0,0.31,2.18,3,3.36,21,140.7,46.11,115.89,94.59,1.82,3.96,0.66,2,1,1.06,3.69,1.82,1.21,15.31,2,172.007253,0
2983,35,7.55,0.27,6.51,174.94,0,0.32,2.05,3,3.34,21,158.55,54.45,120.49,104.1,1.56,4.05,0.75,2,1,0.96,3.75,1.56,1.17,15.15,2,165.3242906,0
2984,35,7.6,0.27,6.43,178.03,0,0.32,2.04,3,3.34,21,159.6,54.94,123.09,104.66,1.56,4.05,0.74,2,1,0.96,3.75,1.56,1.16,15.15,2,165.3242906,0
2985,35,8.25,0.29,6.72,184.79,0,0.35,1.94,3,3.3,21,173.25,61.31,123.48,111.94,1.55,3.87,0.74,2,1,0.89,3.75,1.55,1.15,15.2,2,164.5288237,0
2986,35,8.35,0.28,6.69,209.26,0,0.34,1.97,3,3.31,21,175.35,62.29,146.97,113.06,1.46,4.07,0.81,2,1,0.88,3.78,1.46,1.19,15.09,2,163.4021855,0
2987,35,8.5,0.28,6.72,203.08,0,0.35,2.02,3,3.31,21,178.5,63.77,139.31,114.73,1.47,4.16,0.82,2,1,0.87,3.78,1.47,1.21,15.07,2,164.2408637,0
2988,35,8.55,0.29,7.2,203.35,0,0.35,2.05,3,3.31,21,179.55,64.26,139.09,115.29,1.49,4.2,0.81,2,1,0.87,3.78,1.49,1.21,15.07,2,165.9139567,0
2989,35,8.7,0.3,7.68,205.73,0,0.36,2.13,3,3.3,21,182.7,65.73,140,116.97,1.53,4.3,0.79,2,1,0.85,3.77,1.53,1.21,15.06,2,167.1135989,0
2990,35,8.85,0.31,7.68,212.91,0,0.37,2.02,3,3.28,21,185.85,67.2,145.71,118.65,1.59,4.01,0.77,2,1,0.84,3.74,1.59,1.22,15.17,2,165.5926523,0
2991,35,9.55,0.35,7.68,211.79,0,0.41,1.87,3,3.22,21,200.55,74.07,137.72,126.48,1.69,3.63,0.66,2,1,0.79,3.7,1.69,1.12,15.35,2,164.7814224,0
2992,35,10.2,0.52,11.52,282.94,0,0.79,1.81,3,2.97,21,214.2,80.44,202.5,133.76,4.28,2.48,0.22,3,1,0.75,3.27,4.28,0.94,17.71,2,191.9004733,0
2993,35,11.9,2.78,29.76,19.42,0,3.32,0.83,5,2.26,21,249.9,97.12,-77.7,152.78,20.07,0.9,-0.03,5,0.86,0.7,2.44,21.32,-0.67,35.15,6,223.6575789,0
2994,35,12.1,1.75,46.08,25.02,0,2.23,1.64,4,2.57,21,254.1,99.08,-74.06,155.02,12.75,1.85,-0.04,4,0.99,0.65,2.79,12.79,-0.46,24.33,4,237.4904374,0
2995,35,12.85,1.52,37.44,104.07,0,2.09,1.73,4,2.6,21,269.85,106.44,-2.37,163.41,11.16,1.99,0.02,4,1,0.61,2.86,11.16,0.26,22.95,4,234.2833174,0
2996,35,12.95,0.85,18.24,252.56,0,1.05,2.14,4,2.9,21,271.95,107.42,145.14,164.53,4.71,2.88,0.16,3,1,0.61,3.26,4.71,0.74,17.6,2,203.5911518,0
2997,35,13.2,0.68,14.4,326.24,0,0.77,1.85,3,2.98,21,277.2,109.87,216.37,167.33,2.97,2.89,0.44,3,1,0.6,3.44,2.97,1.31,16.51,2,180.9508202,0
2998,35,13.45,0.77,14.4,378.43,0,0.89,1.65,4,2.91,21,282.45,112.32,266.11,170.13,3.6,2.41,0.44,3,1,0.59,3.33,3.6,1.59,17.28,2,181.8528428,0
2999,35,14.4,1.08,16.32,546.38,0,1.21,1.3,4,2.74,21,302.4,121.64,424.74,180.76,5.01,1.73,0.48,3,1,0.55,3.13,5.01,2.39,19.08,1,180.8720719,0
3000,35,15,1.04,15.36,544.22,0,1.23,1.3,4,2.73,21,315,127.53,416.69,187.47,4.86,1.75,0.45,3,1,0.53,3.14,4.86,2.2,18.93,1,179.0483903,0
3001,35,15.45,1.99,15.36,314.02,0,1.56,0.99,4,2.59,21,324.45,131.94,182.08,192.51,6.44,1.25,0.17,3,1,0.52,2.97,6.44,1.09,21.06,1,178.3025768,0
3002,35,16.25,3.05,39.36,168.16,0,3.42,1.03,5,2.3,21,341.25,139.79,28.37,201.46,15.29,1.15,0.01,4,0.94,0.52,2.6,15.9,0.19,29.36,4,219.8067689,0
3003,35,16.35,2.44,48,182.26,0,2.51,1.75,4,2.54,21,343.35,140.77,41.49,202.58,10.68,2.02,0.02,4,1,0.49,2.88,10.68,0.21,22.57,4,232.4993048,0
3004,35,16.75,3.25,27.84,152.71,0,3.66,0.8,5,2.22,21,351.75,144.7,8.01,207.05,16,0.89,0,5,0.92,0.51,2.53,16.99,0.03,31.71,4,211.4161954,0
3005,35,17.55,14.95,98.88,151.33,0,14.88,0.68,6,1.67,21,368.55,152.55,-1.22,216,67.18,0.69,0,6,0.67,0.6,1.86,86.74,-0.02,74.36,7,307.3673851,0
3006,35,17.8,9.06,90,139.85,0,9.64,0.95,6,1.91,21,373.8,155,-15.15,218.8,42.33,0.99,0,5,0.78,0.54,2.15,50.41,-0.06,50.39,7,295.379766,0
3007,35,18.05,6.01,88.08,229.51,0,7.87,1.14,6,2.03,21,379.05,157.45,72.06,221.6,33.81,1.19,0,5,0.83,0.52,2.29,38.64,0.12,41.89,7,288.9156433,0
3008,35,18.1,8,88.2,163.34,0,10.43,0.86,6,1.86,21,380.1,157.94,5.4,222.16,45.24,0.89,0,5,0.76,0.55,2.09,54.91,0.11,54.52,7,291.8984587,0
3009,35,18.5,13.99,136.8,156.66,0,14.47,0.97,6,1.78,21,388.5,161.87,-5.21,226.63,62.12,0.99,0,6,0.72,0.55,1.99,77.93,-0.02,59.68,7,334.4042022,1
3010,35,19.4,2.84,18.72,1433.86,0,3.27,0.59,5,2.2,21,407.4,170.69,1263.17,236.71,12.1,0.67,0.44,5,0.96,0.44,2.59,12.57,5.3,28.78,4,181.9678557,0
3011,35,21.5,2.25,16.32,1569.7,0,2.74,0.56,5,2.26,21,451.5,191.29,1378.41,260.2,8.81,0.67,0.6,4,1,0.38,2.73,8.81,5.31,24.78,1,166.4275233,0
3012,35,21.7,2.35,15.48,1589.81,0,2.79,0.57,5,2.25,21,455.7,193.26,1396.55,262.44,8.9,0.69,0.6,4,1,0.38,2.73,8.9,5.35,24.84,1,167.7010277,0
3013,35,21.8,2.35,18.24,1615.55,0,2.91,0.67,5,2.27,21,457.8,194.24,1421.31,263.56,9.29,0.8,0.58,4,1,0.38,2.74,9.29,5.41,24.91,1,175.3900713,0
3014,35,23.4,3.44,18.24,2319.95,0,4.14,0.45,6,2.06,21,491.4,209.93,2110.02,281.47,12.97,0.52,0.58,5,0.95,0.37,2.51,13.67,7.54,30.72,4,175.1134906,0
3015,35,23.5,3.57,20.16,2379.15,0,4.28,0.47,6,2.05,21,493.5,210.91,2168.24,282.58,13.4,0.53,0.57,5,0.95,0.37,2.5,14.16,7.68,31.16,4,177.5377285,0
3016,35,23.85,4.11,27.84,2450.02,0,4.79,0.56,6,2.04,21,500.85,214.35,2235.67,286.5,14.96,0.62,0.53,5,0.94,0.37,2.49,15.91,7.93,32.42,6,191.3136043,0
3017,35,24.55,3.54,16.38,2513.31,0,4.35,0.38,6,2,21,515.55,221.22,2292.09,294.33,13.01,0.43,0.6,5,0.94,0.36,2.48,13.83,7.78,31.37,4,170.0630071,0
3018,35,24.7,3.47,17.29,2474.51,0,4.22,0.42,6,2.03,21,518.7,222.69,2251.82,296.01,12.49,0.48,0.61,5,0.96,0.35,2.52,13.05,7.63,30.22,4,171.2778106,0
3019,35,25.35,3.27,17.76,2395.75,0,4,0.45,6,2.07,21,532.35,229.06,2166.69,303.29,11.44,0.52,0.62,5,0.98,0.34,2.58,11.63,7.09,28.46,4,169.5032404,0
3020,35,25.5,3.28,17.82,2366.32,0,3.99,0.45,6,2.07,21,535.5,230.53,2135.79,304.96,11.34,0.52,0.62,5,0.99,0.33,2.58,11.5,7.02,28.3,4,168.0802167,0
3021,35,26.65,3.24,16.95,2327.13,0,3.97,0.45,6,2.07,21,559.65,241.82,2085.31,317.83,10.74,0.52,0.6,4,1,0.31,2.61,10.74,6.49,27.43,4,165.8618213,0
3022,35,27.25,3.44,16.32,2353.83,0,4.23,0.4,6,2.02,21,572.25,247.7,2106.13,324.55,11.27,0.46,0.59,5,0.99,0.31,2.57,11.36,6.66,28.39,4,164.4473834,0
3023,35,28.7,3.62,19.2,2580.58,0,4.38,0.48,6,2.04,21,602.7,261.93,2318.65,340.77,11.09,0.56,0.61,4,1,0.29,2.61,11.09,6.78,27.69,4,169.8994131,0
3024,35,28.85,3.58,34.56,2603.6,0,4.36,0.65,5,2.11,21,605.85,263.4,2340.2,342.45,10.98,0.75,0.61,4,1,0.29,2.67,10.98,6.68,26.81,4,181.9470314,0
3025,35,28.95,3.62,25.92,2496.09,0,4.34,0.61,5,2.09,21,607.95,264.38,2231.71,343.57,10.88,0.71,0.6,4,1,0.29,2.66,10.88,6.58,26.86,4,178.4287736,0
3026,35,29.15,3.51,18.48,2524.55,0,4.25,0.44,6,2.04,21,612.15,266.34,2258.21,345.81,10.53,0.51,0.62,4,1,0.29,2.62,10.53,6.55,27.23,4,165.5062876,0
3027,35,29.35,3.45,19.2,2539.61,0,4.22,0.46,6,2.05,21,616.35,268.3,2271.31,348.05,10.35,0.53,0.63,4,1,0.29,2.63,10.35,6.52,26.94,4,165.4620807,0
3028,35,29.5,3.47,19.74,2542.39,0,4.28,0.46,6,2.05,21,619.5,269.77,2272.62,349.73,10.47,0.54,0.62,4,1,0.29,2.63,10.47,6.51,27.05,4,166.8988062,0
3029,35,29.65,3.7,20.28,2604.44,0,4.43,0.46,6,2.03,21,622.65,271.25,2333.19,351.4,10.84,0.53,0.61,4,1,0.28,2.61,10.84,6.61,27.5,4,167.0187314,0
3030,35,30.85,3.39,21.12,2475.96,0,4.16,0.48,6,2.06,21,647.85,283.02,2192.94,364.83,9.64,0.57,0.63,4,1,0.27,2.67,9.64,6.02,26.01,1,165.0254761,0
3031,35,30.95,3.45,20.16,2491.03,0,4.22,0.47,6,2.06,21,649.95,284,2207.03,365.95,9.75,0.56,0.62,4,1,0.27,2.66,9.75,6.08,26.18,1,164.3412859,0
3032,35,31.2,3.52,18.72,2564.22,0,4.29,0.44,6,2.03,21,655.2,286.45,2277.77,368.75,9.85,0.52,0.63,4,1,0.27,2.65,9.85,6.21,26.43,1,163.5198168,0
3033,35,32.8,3.36,20.64,2467.19,0,4.15,0.5,6,2.07,21,688.8,302.15,2165.04,386.65,8.95,0.6,0.63,4,1,0.26,2.71,8.95,5.62,25.14,1,164.1952146,0
3034,35,32.85,3.41,22.08,2545.11,0,4.2,0.51,6,2.07,21,689.85,302.64,2242.47,387.21,9.06,0.61,0.62,4,1,0.26,2.71,9.06,5.66,25.25,1,165.7064324,0
3035,35,33.25,4.54,30.72,3273.56,0,5.61,0.52,6,1.96,21,698.25,306.56,2967,391.69,12.54,0.59,0.61,5,1,0.26,2.57,12.54,7.62,29.11,4,177.099107,0
3036,35,34.05,3.91,17.52,2818.83,0,4.73,0.38,6,1.97,21,715.05,314.41,2504.42,400.64,10.03,0.45,0.62,4,1,0.25,2.62,10.03,6.26,26.9,4,159.5764939,0
3037,35,34.4,4.27,28.8,3110.99,0,5.47,0.56,6,1.99,21,722.4,317.84,2793.15,404.56,11.74,0.65,0.61,4,1,0.25,2.61,11.74,7.13,28.01,4,177.3145163,0
3038,35,34.65,7.12,34.8,4010.43,0,7.66,0.49,6,1.83,21,727.65,320.3,3690.13,407.35,17.02,0.54,0.49,5,0.98,0.25,2.42,17.59,8.4,34.69,6,188.7741827,0
3039,35,34.9,4.03,29.76,2562.82,0,4.94,0.6,6,2.04,21,732.9,322.75,2240.07,410.15,10.26,0.7,0.58,4,1,0.24,2.68,10.26,5.95,26.24,4,175.1272547,0
3040,35,35.35,3.84,18.48,2791.19,0,4.67,0.41,6,1.99,21,742.35,327.16,2464.03,415.19,9.45,0.48,0.63,4,1,0.24,2.65,9.45,5.97,26.08,1,158.5137993,0
3041,35,35.6,4.36,31.68,3205.48,0,5.79,0.61,6,1.99,21,747.6,329.62,2875.86,417.98,12.06,0.7,0.6,4,1,0.24,2.62,12.06,7.2,28.12,4,183.2330033,0
3042,35,36.5,3.67,23.04,2444.69,0,4.41,0.52,6,2.06,21,766.5,338.44,2106.25,428.06,8.51,0.63,0.58,4,1,0.23,2.74,8.51,4.95,24.55,1,164.225423,0
3043,35,36.75,3.66,25.44,2530.18,0,4.42,0.58,5,2.08,21,771.75,340.9,2189.28,430.85,8.46,0.7,0.6,4,1,0.23,2.76,8.46,5.06,24.33,1,167.6953388,0
3044,35,37.05,3.66,23.76,2580.53,0,4.44,0.55,6,2.07,21,778.05,343.84,2236.69,434.21,8.43,0.67,0.61,4,1,0.23,2.75,8.43,5.15,24.37,1,165.1444185,0
3045,35,38.1,4.21,32.25,2939.4,0,5.09,0.64,6,2.04,21,800.1,354.14,2585.26,445.96,9.63,0.76,0.6,4,1,0.22,2.72,9.63,5.79,25.39,1,175.6762023,0
3046,35,38.25,4.33,32.64,3035.9,0,5.24,0.63,6,2.03,21,803.25,355.61,2680.29,447.64,9.91,0.75,0.61,4,1,0.22,2.7,9.91,6,25.72,1,175.0041953,0
3047,35,38.6,4.86,36.48,3274.97,0,5.85,0.62,6,1.99,21,810.6,359.05,2915.92,451.55,11.17,0.72,0.58,4,1,0.22,2.65,11.17,6.52,27.12,4,179.6938025,0
3048,35,38.85,4.56,40.32,3138.83,0,5.59,0.67,6,2.02,21,815.85,361.5,2777.33,454.35,10.52,0.79,0.58,4,1,0.22,2.69,10.52,6.06,26.2,4,180.7195031,0
3049,35,39.5,4.05,30.72,2784.97,0,4.89,0.63,6,2.06,21,829.5,367.88,2417.09,461.63,8.79,0.76,0.6,4,1,0.22,2.75,8.79,5.24,24.51,1,170.4059973,0
3050,35,40.35,4.28,26.4,3008.9,0,5.19,0.51,6,1.99,21,847.35,376.21,2632.69,471.14,9.22,0.61,0.61,4,1,0.21,2.7,9.22,5.61,25.42,1,165.7835403,0
3051,35,40.4,4.29,26.16,3055.85,0,5.2,0.51,6,1.99,21,848.4,376.7,2679.15,471.7,9.23,0.6,0.61,4,1,0.21,2.7,9.23,5.65,25.45,1,165.9183785,0
3052,35,40.45,4.31,26.04,3067.12,0,5.22,0.5,6,1.98,21,849.45,377.19,2689.93,472.26,9.26,0.6,0.62,4,1,0.21,2.69,9.26,5.7,25.5,1,164.2296091,0
3053,35,41.2,4.43,23.04,3170.96,0,5.39,0.44,6,1.95,21,865.2,384.55,2786.41,480.65,9.41,0.52,0.62,4,1,0.21,2.67,9.41,5.81,25.91,1,162.0635831,0
3054,35,41.3,4.43,24.96,3168.67,0,5.39,0.46,6,1.95,21,867.3,385.53,2783.14,481.77,9.38,0.55,0.62,4,1,0.21,2.68,9.38,5.78,25.79,1,163.7364416,0
3055,35,42.25,13.34,216.96,5803.74,0,15.55,1.25,6,1.84,21,887.25,394.85,5408.89,492.4,29.77,1.32,0.37,5,1,0.2,2.41,29.77,11.13,36.35,6,276.5841859,0
3056,35,42.8,4.84,79.68,3030.83,0,5.73,0.91,5,2.08,21,898.8,400.25,2630.58,498.55,9.69,1.07,0.55,4,1,0.2,2.78,9.69,5.32,24.48,1,190.4303001,0
3057,35,43.6,4.7,42.24,3364.96,0,5.76,0.72,6,2.02,21,915.6,408.1,2956.86,507.5,9.54,0.85,0.61,4,1,0.2,2.74,9.54,5.78,25.01,1,178.9181917,0
3058,35,44,4.98,44.16,3165.64,0,5.9,0.84,6,2.05,21,924,412.02,2753.62,511.98,9.72,0.99,0.56,4,1,0.2,2.76,9.72,5.41,24.76,1,186.0985193,0
3059,35,44.1,4.89,38.16,3258.37,0,5.89,0.66,6,2,21,926.1,413,2845.37,513.1,9.67,0.78,0.57,4,1,0.19,2.72,9.67,5.52,25.36,1,176.2231965,0
3060,35,44.15,4.89,36.48,3294.66,0,5.87,0.63,6,1.99,21,927.15,413.49,2881.17,513.66,9.62,0.75,0.58,4,1,0.19,2.72,9.62,5.58,25.4,1,175.539365,0
3061,35,44.35,4.82,35.52,3369.75,0,5.84,0.61,6,1.98,21,931.35,415.45,2954.3,515.9,9.51,0.72,0.6,4,1,0.19,2.72,9.51,5.7,25.38,1,174.0317979,0
3062,35,44.5,4.88,35.04,3382.13,0,5.88,0.6,6,1.98,21,934.5,416.93,2965.2,517.58,9.55,0.71,0.6,4,1,0.19,2.71,9.55,5.72,25.46,1,172.3835213,0
3063,35,44.55,4.86,34.8,3394.5,0,5.89,0.59,6,1.97,21,935.55,417.42,2977.08,518.13,9.55,0.7,0.6,4,1,0.19,2.71,9.55,5.74,25.48,1,172.3835213,0
3064,35,44.65,4.86,34.56,3413.05,0,5.89,0.59,6,1.97,21,937.65,418.4,2994.65,519.25,9.54,0.7,0.6,4,1,0.19,2.71,9.54,5.76,25.5,1,172.2481238,0
3065,35,44.8,4.87,35.52,3451.87,0,5.94,0.57,6,1.96,21,940.8,419.87,3032,520.93,9.59,0.68,0.61,4,1,0.19,2.7,9.59,5.8,25.61,1,170.748609,0
3066,35,45.1,4.99,26.88,3495.73,0,6.03,0.45,6,1.91,21,947.1,422.81,3072.92,524.29,9.7,0.54,0.6,4,1,0.19,2.66,9.7,5.84,26.19,1,163.708798,0
3067,35,45.65,4.68,26.1,3363.85,0,5.72,0.47,6,1.94,21,958.65,428.21,2935.64,530.44,8.97,0.56,0.62,4,1,0.19,2.7,8.97,5.55,25.28,1,162.4005708,0
3068,35,46.85,5.16,35.52,3645.92,0,6.27,0.53,6,1.93,21,983.85,439.98,3205.94,543.87,9.72,0.63,0.6,4,1,0.18,2.68,9.72,5.85,25.91,1,168.1678291,0
3069,35,47,5.29,38.4,3637.79,0,6.41,0.58,6,1.94,21,987,441.45,3196.34,545.55,9.94,0.68,0.59,4,1,0.18,2.69,9.94,5.88,25.97,1,173.1940657,0
3070,35,47.7,5.68,48.3,3714.84,0,6.8,0.73,6,1.97,21,1001.7,448.32,3266.52,553.38,10.48,0.86,0.56,4,1,0.18,2.71,10.48,5.91,25.93,4,184.8264751,0
3071,35,49.7,5.92,44.94,3812.71,0,7.08,0.65,6,1.93,21,1043.7,467.94,3344.77,575.76,10.48,0.77,0.55,4,1,0.17,2.69,10.48,5.8,26.25,4,180.203898,0
3072,35,50.65,5.92,40.32,3902.16,0,7.1,0.57,6,1.9,21,1063.65,477.26,3424.9,586.39,10.29,0.68,0.56,4,1,0.17,2.67,10.29,5.82,26.37,4,173.302469,0
3073,35,50.75,5.93,41.76,3900.47,0,7.11,0.6,6,1.91,21,1065.75,478.24,3422.23,587.51,10.28,0.71,0.57,4,1,0.17,2.68,10.28,5.85,26.24,4,175.3832263,0
3074,35,51,6.05,36.48,3884.1,0,7.23,0.54,6,1.88,21,1071,480.69,3403.41,590.31,10.44,0.63,0.56,4,1,0.17,2.66,10.44,5.8,26.68,4,172.9890418,0
3075,35,51.45,6.13,32.16,3971.63,0,7.36,0.44,6,1.82,21,1080.45,485.1,3486.53,595.35,10.55,0.51,0.56,4,1,0.17,2.62,10.55,5.86,27.25,4,165.7419957,0
